Include,Block,Lot,Qual,Address,Class,Bldg,Type,Design,VCS,Zoning,Location,Special Region,Category,Sale Date,$ Sale Price,Acres,$/Acre,Package,Notes
Y,1637,14.01,07,175 BRENNAN CONCOURSE,1,17,10,02,HLPK,R100,BRENNAN CONCOURSE,Normal,pre-construction,2026-07-02,"$640,000",0.11,"$5,818,182",N,SALE OF NEW CONSTRUCTION PREVIOUS SALE OF VACANT LAND
Y,1666,20.01,,207 HARBOR INN RD,2,17,10,02,HLPK,R100,,Normal,pre-construction,2021-10-07,"$125,000",0.55,"$227,273",N,CONFORMING LOT SALE OF VACANT LAND HOUSE BUILT AFTER SALE
N,1675,1.01,,189 PRINCE EDWARD AVE.,1,10,,,PLIS,BFC,,Normal,commercial_land,2025-04-11,"$1,000,000",0,,N,CONFORMING LOT PROPERTY WAS 4A THEN CLASS 1 NOW HOUSE BEING BUILT ON LOT
Y,1684,27,,617 SUNSET DR SOUTH,2,18,10,02,PLIS,CR,,Bay Front,pre-construction,2021-10-18,"$499,900",0.21,"$2,380,476",N,CONFORMING LOT VACANT LOT SALE HOUSE BUILT AFTER SALE
Y,1684,39,00,607 SUNSET DR SOUTH,1,10,,,PLIS,CR,,Bay Front,raw_land,2025-04-10,"$445,000",0.11,"$4,045,455",N,NONCONFORMING LOT WITH BULKHEAD PURCHASED BY NEIGHBOR LOT 37
Y,1685,13.02,,509 SUNSET DR SOUTH,1,10,00,00,PLIS,CR,,Bay Front,building_lot,2022-09-29,"$1,499,000",0.16,"$9,368,750",N,NEW LINE ITEM POSSIBLE SUBDIVISION
N,1694,1,,18 OCEAN AVE,1,10,00,00,ANNX,ANNX,,Normal,building-lot,2021-02-11,"$685,000",0,,N,NOT VALUED 
N,1705,202.06,,27 TWENTIETH AVE,1,10,00,00,ANNX,ANNX,,Normal,building-lot,2024-10-25,"$649,000",0.07,"$9,271,429",N,NOT VALUED 
N,1705,202.07,,29 TWENTIETH AVE,1,10,10,02,ANNX,ANNX,,Normal,building-lot,2024-01-29,"$649,000",0.07,"$9,271,429",N,NOT VALUED 
N,1705,202.08,,31 TWENTIETH AVE,1,10,00,00,ANNX,ANNX,,Normal,building-lot,2025-02-04,"$650,000",0.07,"$9,285,714",N,NOT VALUED 
N,1716,2459,,TWENTY-FOURTH AVE,1,10,,,ANNX,ANNX,,Normal,building-lot,2026-01-27,"$980,000",0.11,"$8,909,091",N,NOT VALUED 
N,1719,2476,,253 TWENTY-FOURTH AVE,1,10,10,03,ANNX,ANNX,,Normal,building-lot,2023-01-04,"$860,000",0.11,"$7,818,182",N,NOT VALUED 
Y,23,6,00,DOVER RD,1,10,,,AFPR,AP,,Normal,building_lot,2024-03-12,"$485,000",92.4,"$5,249",N,CONFORMING LARGE LOT IN AGRICULTURAL ZONE
Y,232,6,,MIDDLEWAY PL,1,10,,,PNWD,R150,,Normal,landlocked,2021-05-12,"$20,000",0.48,"$41,667",N,CONFORMING LOT LANDLOCKED PAPER ST
Y,241,4,00,260 GRAND CENTRAL PKWY,1,10,,,PNWD,R150,GRAND CENTRAL PKWY,Normal,building_lot,2025-08-04,"$175,000",0.76,"$230,263",N,CONFORMING SMALL PORTION OF LOT WT FRONTAGE REST IS REAR LOT
N,266,15.01,07,1 SPRING GARDEN ST,2,17,10,02,PNWD,R150,,Normal,pre-construction,2022-09-19,"$569,000",0.34,"$2,000,809",N,SOLD AS NEW CONSTRUCTION
Y,268,12,00,FRANKFORT ST,1,10,,,PNWD,R150,,Normal,landlocked,2021-06-28,"$6,000",0.54,"$11,111",N,CONFORMING LOT LAND LOCKED PAPER ST
Y,276,11,00,COLUMBUS CIRCLE SE,1,10,,,PNWD,R150,,Normal,building_lot,2025-04-02,"$90,000",0.49,"$183,673",N,CONFORMING LOT WITH ROADFRONTAGE
N,280,5,07,496 WOODHAVEN BLVD SE,2,17,10,02,PNWD,R150,,Normal,pre-construction,2022-12-09,"$659,900",0.45,"$1,753,227",N,SALE OF NEW CONSTRUCTION 
Y,281,11,00,PRISCILLA PL,1,10,,,PNWD,R150,,Normal,landlocked,2021-11-15,"$12,000",0.14,"$85,714",N,NONCONFORMING LANDLOCKED ON PAPER ST
Y,29,988,,FIRST AVE,1,10,,,MNPK,MPR ,,Normal,building_lot,2022-10-26,"$175,000",0.83,"$210,843",N,CONFORMING STREET FRONTAGE ON RESIDENTIAL STREET
Y,30,26,,56 FIRST AVE,1,10,,,MNPK,MPR ,,Normal,raw_land,2025-09-04,"$75,000",0.09,"$833,333",N,NONCONFORMING STREET FRONTAGE
N,30,5,07,4 FIRST AVE,2,17,10,02,MNPK,MPR ,,Normal,pre-construction,2022-06-28,"$466,000",0.14,"$3,979,514",N,SALE OF NEW CONSTRUCTION
Y,301,17,07,DELANCEY PL,1,10,,,PNWD,R150, ,Normal,landlocked,2021-03-17,"$20,000",0.63,"$31,746",N,CONFORMING LOT LANDLOCKED ON PAPER ST 
Y,313,7,,KINGS HWY,1,10,,,PNWD,R400  ,,Normal,building_lot,2025-02-26,"$219,900",0.96,"$229,063",N,CONFORMING LOT WITH FRONTAGE
N,330,1,07,503 WOODHAVEN BLVD SE,1,17,10,02,PNWD,R150,,Normal,pre-construction,2026-01-07,"$710,000",0.3,"$2,366,667",N,SALE OF NEW CONSTRUCTION 
Y,330,11,00,EAST END AVE,1,10,,,PNWD,R150,,Normal,landlocked,2026-06-11,"$10,000",0.43,"$23,256",N,CONFORMING LANDLOCKED ON PAPER ST
N,330,2.01,07,501 WOODHAVEN BLVD. SE,2,17,10,02,PNWD,R150,,Normal,pre-construction,2022-06-24,"$650,000",0.47,"$1,653,438",N,SALE OF NEW CONSTRUCTION
N,330,2.02,07,499 WOODHAVEN BLVD SE,2,17,10,02,PNWD,R150,,Normal,pre-construction,2022-08-03,"$705,000",0.56,"$1,505,129",N,SALE OF NEW CONSTRUCTION
Y,332,6,,HANCOCK AVE,1,10,,,PNWD,R150,,Normal,landlocked,2023-03-27,"$20,000",0.34,"$58,824",N,CONFORMING LANDLOCKED PAPER ST
Y,337,1,00,HANCOCK AVE,1,10,,,PNWD,R150,,Normal,landlocked,2023-03-14,"$70,000",0.51,"$137,255",N,CONFORMING LOT LANDLOCKED PAPER ST
N,340,18,07,353 GRAND CENTRAL PKWY,2,17,10,02,PNWD,R150,GRAND CENTRAL PKWY,Normal,pre-construction,2024-12-05,"$750,000",0.57,"$1,315,789",N,SALE OF NEW CONSTRUCTION
N,340,4 (+1 more),07,Multiple Properties,1,10,,,PNWD,R150,,Normal,raw_land,2023-11-08,"$240,000",0.72,"$333,335",Y (2),SALE OF NON ADJOINING PROPERTIES
Y,343,5,07,ASTOR PL,1,10,,,PNWD,R150,,Normal,building_lot,2021-03-29,"$20,000",0.43,"$46,512",N,CONFORMING LOT SMALL PORTION OF LOTHAS FRONTAGE
N,344,13,07,533 ASTOR PL,2,17,10,02,PNWD,R150,,Normal,pre-construction,2024-09-19,"$730,000",0.39,"$1,871,795",N,SALE OF NEW CONSTRUCTION
Y,351,1,,WEST END AVE,1,10,,,PNWD,R150,,Normal,landlocked,2022-12-23,"$45,000",0.36,"$125,000",N,CONFORMING LOT LANDLOCKED 
N,351,3 (+1 more),,Multiple Properties,1,10,,,PNWD,R150,,Normal,landlocked,2022-12-28,"$75,000",0.79,"$94,935",Y (2),CONFORMING LANDLOCKED PAPER ST
Y,359,12,,LIVINGSTON AVE,1,10,,,PNWD,R400  ,,Normal,landlocked,2023-06-06,"$30,000",0.47,"$63,830",N,NONCONFORMING LANDLOCKED PAPER ST
Y,359,17,00,WASHINGTON AVE,1,10,,,PNWD,R400  ,,Normal,landlocked,2022-01-04,"$12,000",0.29,"$41,379",N,NONCONFORMING LANDLOCKED PAPER ST
Y,359,3,,LYONS AVE,1,10,,,PNWD,R400  ,,Normal,landlocked,2023-06-06,"$30,000",1.22,"$24,590",N,CONFORMING LANDLOCKED PAPER ST
Y,360,11,,LYONS AVE,1,10,,,PNWD,R400  ,,Normal,landlocked,2023-06-06,"$30,000",0.34,"$88,235",N,NONCONFORMING LANDLOCKED PAPER ST
Y,361,15,00,SEABROOK AVE,1,10,,,PNWD,R400  ,,Normal,landlocked,2022-01-04,"$12,000",0.17,"$70,588",N,NONCONFORMING LANDLOCKED PAPER ST
Y,361,17,,SEABROOK AVE,1,10,,,PNWD,R400  ,,Normal,landlocked,2023-06-06,"$30,000",0.38,"$78,947",N,CONFORMING  LANDLOCKED PAPER ST
N,370,6,07,221 BUNNELL AVE NORTH,2,17,10,02,PNWD,R150,,Normal,pre-construction,2021-12-02,"$441,813",0.34,"$1,857,247",N,SALE OF NEW CONSTRUCTION
N,370,8,07,217 BUNNELL AVE NORTH,2,17,10,02,PNWD,R150,,Normal,pre-construction,2022-03-11,"$449,000",0.43,"$1,248,391",N,SALE OF NEW CONSTRUCTION
Y,377,4,,TILTON BLVD,1,10,,,PNWD,R150,,Normal,landlocked,2026-01-05,"$47,050",0.34,"$138,382",N,CONFORMING LANDLOCKED PAPER ST
Y,382,12,00,TAYLOR ST,1,10,,,PNWD,R150,,Normal,landlocked,2024-11-15,"$79,900",0.34,"$235,000",N,CONFORMING LANDLOCKED PAPER ST
Y,384,14,,WESTERN BLVD,1,10,,,PNWD,CR,,Normal,landlocked,2026-01-20,"$4,000",0.11,"$36,364",N,NONCONFORMING LANDLOCKED PAPER ST
Y,392,1,00,MANHATTAN AVE,1,10,,,PNWD,R150,,Normal,landlocked,2026-06-05,"$135,000",0.34,"$397,059",N,CONFORMING LANDLOCKED PAPER ST
Y,393,12,00,TAYLOR ST,1,10,,,PNWD,R150,,Normal,landlocked,2024-11-15,"$79,900",0.34,"$235,000",N,CONFORMING LANDLOCKED PAPER ST
Y,393,13,00,LAKESIDE BLVD,1,10,,,PNWD,R150,,Normal,landlocked,2023-10-09,"$50,000",0.69,"$72,464",N,CONFORMING LANDLOCKED PAPER ST
N,407,5.02,07,314 SEABROOK AVE,2,17,10,02,PNWD,R150,,Normal,pre-construction,2024-05-22,"$720,000",0.34,"$2,117,647",N,SALE OF NEW CONSTRUCTION
Y,408,12,00,SEABROOK AVE,1,10,,,PNWD,R150,,Normal,landlocked,2024-05-29,"$80,000",0.34,"$235,294",N,CONFORMING LANDLOCKED PAPER ST
Y,408,16,00,SEABROOK AVE,1,10,,,PNWD,R150,,Normal,landlocked,2024-05-29,"$80,000",0.34,"$235,294",N,CONFORMING LANDLOCKED PAPER ST
Y,419,14,,AMSTERDAM AVE,1,10,,,PNWD,R150,,Normal,landlocked,2025-07-10,"$55,000",0.34,"$161,765",N,CONFORMING LANDLOCKED PAPER ST
Y,419,7,00,SEABROOK AVE,1,10,,,PNWD,R150,,Normal,landlocked,2024-01-30,"$45,000",0.72,"$62,500",N,CONFORMING LANDLOCKED PAPER ST
Y,420,19,00,LIVINGSTON AVE,1,10,,,PNWD,R150,,Normal,raw_land,2026-01-20,"$45,000",0.23,"$195,652",N,NONCONFORMING VERY SMALL RD FRONTAGE
Y,424,14,00,SMITH ST,1,10,,,PNWD,R150,,Normal,landlocked,2024-06-06,"$80,000",0.52,"$153,846",N,CONFORMING LANDLOCKED PAPER ST
Y,424,3,,FALKENBERG DR,1,10,,,PNWD,R150,,Normal,building_lot,2022-12-14,"$50,000",0.42,"$119,048",N,CONFORMING SMALL RD FRONTAGE
Y,424,4,,LIVINGSTON AVE,1,10,,,PNWD,R150,,Normal,landlocked,2022-12-14,"$50,000",0.74,"$67,568",N,CONFORMING LANDLOCKED PAPER ST
Y,425,1,00,SEABROOK AVE,1,10,,,PNWD,R150,,Normal,building_lot,2024-05-29,"$80,000",0.81,"$98,765",N,CONFORMING SMALL RD FRONTAGE
Y,425,13,00,SEABROOK AVE,1,10,,,PNWD,R150,,Normal,building_lot,2024-05-29,"$80,000",0.34,"$235,294",N,CONFORMING RD FRONTAGE
Y,425,5,00,SEABROOK AVE,1,10,,,PNWD,R150,,Normal,landlocked,2024-05-29,"$80,000",0.48,"$166,667",N,CONFORMING LANDLOCKED PAPER ST
Y,425,9,00,SEABROOK AVE,1,10,,,PNWD,R150,,Normal,landlocked,2024-05-29,"$80,000",0.34,"$235,294",N,CONFORMING LANDLOCKED PAPER ST
Y,441,5,00,SHARP ST,1,10,,,PNWD,R150,,Normal,landlocked,2024-12-18,"$20,000",0.17,"$117,647",N,NONCONFORMING LANDLOCKED PAPER ST
N,46,111,07,230 SECOND AVE,2,17,10,02,MNPK,MPR ,,Normal,pre-construction,2021-09-30,"$415,000",0.14,"$4,236,721",N,SALE OF NEW CONSTRUCTION
N,479,8,07,299 COOLIDGE AVE,2,17,10,02,PNWD,R125,,Normal,pre-construction,2023-12-18,"$729,000",0.34,"$2,317,674",N,SALE OF NEW CONSTRUCTION
N,487,7,07,298 COOLIDGE AVE,2,17,10,02,PNWD,R125,,Normal,pre-construction,2023-10-31,"$660,000",0.34,"$2,098,306",N,SALE OF NEW CONSTRUCTION
N,491,19,07,301 MARYLAND AVE,2,17,10,02,PNWD,R125,MARYLAND AVE,Normal,pre-construction,2021-10-04,"$395,000",0.11,"$5,132,327",N,SALE OF NEW CONSTRUCTION
Y,496,14,00,NIXON AVE,1,10,,,PNWD,R125,,Normal,landlocked,2024-08-15,"$10,000",0.64,"$15,625",N,CONFORMING LANDLOCKED PAPER ST
Y,499,15,,329 NIXON AVE,1,10,,,PNWD,R125,,Normal,building-lot,2024-09-27,"$95,000",1.03,"$92,233",N,CONFORMING LANDLOCKED PAPER ST
Y,500,11,,311 LEXINGTON  AVE,2,17,10,03,PNWD,R125,,Normal,pre-construction,2024-02-29,"$29,000",0.55,"$52,727",N,SALE OF LAND BEFORE HOUSE WAS BUILT
Y,500,17,00,NIXON AVE,1,10,,,PNWD,R125,,Normal,building_lot,2025-10-06,"$25,000",0.38,"$65,789",N,CONFORMING ROAD FRONTAGE RESIDENTIAL ST
Y,511,17,00,NIXON AVE,1,10,,,PNWD,R125,,Normal,landlocked,2025-10-31,"$70,000",0.4,"$175,000",N,CONFORMING LANDLOCKED PAPER ST
Y,513,19,00,MADISON AVE,1,10,,,PNWD,R125,,Normal,building_lot,2024-02-06,"$25,000",0.28,"$89,286",N,CONFORMING RD FRONTAGE
Y,516,1,,319 MC KINLEY AVE,2,17,10,03,PNWD,R125,,Normal,pre-construction,2021-04-27,"$60,000",0.52,"$115,385",N,SALE OF LOT BEFORE HOUSE WAS BUILT
Y,517,15,,321 MC KINLEY AVE,1,13,10,02,PNWD,R125,,Normal,building_lot,2025-01-17,"$40,000",0.34,"$117,647",N,UNDER CONSTRUCTION FOUNDATION 
Y,518,15,00,339 MC KINLEY AVE,1,10,,,PNWD,R125,,Normal,landlocked,2024-10-08,"$175,000",0.23,"$760,870",N,NONCONFORMING LANDLOCKED REAR LOT PAPER ST 
N,523,3,07,300 MC KINLEY AVE,2,17,10,02,PNWD,R125,,Normal,pre-construction,2021-08-26,"$515,000",0.34,"$2,164,903",N,SALE OF NEW CONSTRUCTION
Y,524,3,,316 MC KINLEY AVE,1,10,,,PNWD,R125,,Normal,building_lot,2021-04-22,"$50,000",0.43,"$116,279",N,CONFORMING LOT HOUSE BEING BUILT
Y,525,16,,MC KINLEY AVE,1,10,,,PNWD,R125,,Normal,building_lot,2021-04-22,"$50,000",0.43,"$116,279",N,CONFORMING LOT STREET FRONT RESIDENTIAL STREET
N,527,1,,367 HOOVER AVE,2,17,10,02,PNWD,R125,,Normal,pre-construction,2021-06-22,"$570,000",0.69,"$1,180,690",N,SALE OF NEW CONSTRUCTION
Y,529,14,,384 MCKINLEY AVE,1,18,10,02,PNWD,R125,,Normal,building_lot,2023-08-15,"$175,000",0.6,"$291,667",N,CONFORMING HOUSE BEING BUILT ON LOT
N,529,9,07,393 HOOVER AVE,2,17,10,02,PNWD,R125,,Normal,pre-construction,2023-09-21,"$585,000",0.17,"$3,719,724",N,SALE OF NEW CONSTRUCTION
Y,545,8,07,421 ROLAND AVE,1,18,10,02,PNWD,R125,,Normal,pre-construction,2026-02-17,"$780,000",0.34,"$2,294,118",N,SALE OF NEW CONSTRUCTION
Y,546,14,00,ROLAND AVE,1,10,,,PNWD,R125,,Normal,landlocked,2024-01-17,"$35,000",0.34,"$102,941",N,CONFORMING LANDLOCKED PAPER ST
Y,552,7,00,MICHAEL AVE,1,10,,,PNWD,R150,,Normal,landlocked,2024-02-29,"$39,900",0.29,"$137,586",N,NONCONFORMING LANDLOCKED PAPER ST
Y,557,9,,471 HARDING AVE,1,10,,,PNWD,R150,,Normal,landlocked,2024-04-23,"$125,000",0.34,"$367,647",N,CONFORMING LANDLOCKED PAPER ST
Y,558,38,00,MICHAEL AVE,1,10,,,PNWD,R150,,Normal,landlocked,2024-03-12,"$40,000",0.4,"$100,000",N,CONFORMING LANDLOCKED PAPER ST
Y,562,45,00,HARDING AVE,1,10,,,PNWD,R150,,Normal,building_lot,2023-12-19,"$129,900",0.34,"$382,059",N,CONFORMING SMALL PORTION OF STREET FRONTAGE REST LANDLOCKED PAPER ST
Y,563,12,07,498 HARDING AVE,1,17,10,02,PNWD,R150,,Normal,pre-construction,2026-05-06,"$815,000",0.46,"$1,771,739",N,SALE OF NEW CONSTRUCTION
Y,564,14,,NIXON AVE,1,10,,,PNWD,R150,,Normal,building_lot,2024-04-19,"$23,000",0.41,"$56,098",N,CONFORMING LOT STREET FRONT RESIDENTIAL STREET
N,564,7,07,319 NOLAN AVE,2,17,10,02,PNWD,R150,,Normal,pre-construction,2022-09-26,"$580,000",0.28,"$2,476,521",N,SALE OF NEW CONSTRUCTION 
N,569,13.01,07,497 BALDWIN AVE,2,17,10,02,PNWD,R150,,Normal,pre-construction,2022-05-05,"$420,000",0.11,"$4,564,873",N,SALE OF NEW CONSTRUCTION
N,57,485,07,120 THIRD AVE,2,17,10,02,MNPK,MPR ,,Normal,pre-construction,2022-09-16,"$485,000",0.14,"$4,141,771",N,SALE OF NEW CONSTRUCTION
N,57,488,07,122 THIRD AVE,2,17,10,02,MNPK,MPR ,,Normal,pre-construction,2022-09-16,"$479,000",0.14,"$4,090,536",N,SALE OF NEW CONSTRUCTION
N,575,31,07,432 NIXON AVE,2,17,10,02,PNWD,R125,,Normal,pre-construction,2022-02-14,"$630,000",0.29,"$2,597,255",N,SALE OF NEW CONSTRUCTION
Y,575,5,00,MELANIE AVE,1,10,,,PNWD,R125,,Normal,landlocked,2022-09-07,"$25,000",0.46,"$54,348",N,CONFORMING LANDLOCKED PAPER ST
N,579,10,07,423 BAKER AVE,2,17,10,02,PNWD,R125,,Normal,pre-construction,2024-12-02,"$699,000",0.29,"$2,410,345",N,SALE OF NEW CONSTRUCTION
Y,579,34,00,MELANIE AVE,1,10,,,PNWD,R125,,Normal,landlocked,2026-03-26,"$90,000",0.4,"$225,000",N,CONFORMING LANDLOCKED PAPER ST
Y,579,41,00,MELANIE AVE,1,10,,,PNWD,R125,,Normal,landlocked,2022-09-07,"$25,000",0.34,"$73,529",N,CONFORMING LANDLOCKED PAPER ST
Y,580,7,00,MELANIE AVE,1,10,,,PNWD,R150,,Normal,building_lot,2025-02-28,"$159,000",1.03,"$154,369",N,DIRT RD FRONTAGE CONFORMING LOT
Y,585,47,00,VETERANS BLVD,1,10,,,PNWD,R150,VETERANS BLVD,Normal,raw_land,2024-05-20,"$22,000",0.11,"$200,000",N,NONCONFORMING RD FRONTAGE 
Y,591,10,00,MONROE AVE,1,10,,,PNWD,CR,,Normal,landlocked,2025-02-18,"$6,000",0.34,"$17,647",N,NONCONFORMING? LANDLOCKED PAPER ST
Y,594,5,,HOOVER AVE,1,10,,,PNWD,R125,,Normal,building_lot,2024-06-26,"$10,000",0.34,"$29,412",N,SMALL RD FRONTAGE THE REST PAPER ST
Y,595,24,,VETERANS BLVD,1,10,,,PNWD,R125,VETERANS BLVD,Normal,raw_land,2025-03-13,"$35,000",0.11,"$318,182",N,NONCONFORMING WT RD FRONTAGE
N,599,21.02,07,513 VERNON PL,2,17,10,02,PNWD,CR,,Normal,pre-construction,2022-06-24,"$685,000",1.03,"$795,107",N,SALE OF NEW CONSTRUCTION
Y,605,39,00,CLEVELAND AVE,1,10,,,PNWD,R125,,Normal,landlocked,2021-06-17,"$25,000",0.69,"$36,232",N,CONFORMING LANDLOCKED PAPER ST
Y,661,1.01,,1 RAILROAD AVE,1,10,,,PNWD,R125,,Normal,building_lot,2022-12-08,"$60,000",0.34,"$176,471",N,CONFORMING RESIDENTIAL STREET FOUNDATION ON LOT
Y,661,13.01,,2 RAILROAD AVE,1,10,10,02,PNWD,R125,,Normal,building_lot,2022-12-08,"$60,000",0.33,"$181,818",N,CONFORMING HOUSE BEING BUILT
N,675,14.01,07,331 ARLINGTON AVE,2,17,10,02,PNWD,R125,,Normal,pre-construction,2022-01-18,"$635,000",0.34,"$2,232,888",N,SALE OF NEW CONSTRUCTION
Y,685,6,,224 NOLAN AVE,2,17,10,02,PNWD,R150,,Normal,pre-construction,2021-08-16,"$100,000",0.34,"$294,118",N,SALE OF LAND BEFORE HOUSE IS BUILT
N,688,26.01,07,293 TRENTON AVE NORTH,1,16,10,02,PNWD,R125,,Normal,pre-construction,2026-04-10,"$715,000",0.17,"$4,205,882",N,SALE  OF NEW CONSTRUCTION
Y,689,13,00,ARLINGTON AVE,1,10,,,PNWD,R125,,Normal,landlocked,2025-06-24,"$40,000",0.34,"$117,647",N,CONFORMING LANDLOCKED PAPER ST
N,690,13,07,330 ARLINGTON AVE,2,17,10,02,PNWD,R125,,Normal,pre-construction,2022-03-02,"$634,000",0.34,"$2,229,374",N,SALE OF NEW CONSTRUCTION
Y,690,21.01,,324 ARLINGTON AVE,1,10,10,02,PNWD,R125,,Normal,building_lot,2024-06-17,"$175,000",0.34,"$514,706",N,HOUSE UNDER CONSTRUCTION AFTER LAND SALE
N,700,1.01,07,522 ARLINGTON AVE S,2,17,10,02,PNWD,R150,,Normal,pre-construction,2022-09-19,"$630,000",0.34,"$2,215,306",N,SALE OF NEW CONSTRUCTION
Y,702,22,00,CLIFTON AVE,1,10,,,PNWD,R125,,Normal,landlocked,2025-03-28,"$75,000",0.34,"$220,588",N,CONFORMING LANDLOCKED PAPERS T
Y,714,35,,NOLAN AVE,1,10,,,PNWD,R150,,Normal,building_lot,2024-04-19,"$80,000",0.34,"$235,294",N,SMALL RD FRONTAGE REST ON PAPER ST
Y,716,13,00,CLIFTON AVE,1,10,,,PNWD,R125,,Normal,landlocked,2024-12-18,"$65,000",0.69,"$94,203",N,CONFORMING LANDLOCKED PAPER ST
Y,719,35,,337 EASTERN BLVD,1,10,,,PNWD,R125,,Normal,building_lot,2024-07-26,"$165,000",0.34,"$485,294",N,RD FRONTAGE CONFORMING LOT 
N,720,9.01,07,367 EASTERN BLVD,2,17,10,02,PNWD,R125,,Normal,pre-construction,2025-08-12,"$740,000",0.23,"$3,217,391",N,SALE OF NEW CONSTRUCTION
Y,749,7,,COYNE AVE,1,10,,,PNWD,R150,,Normal,landlocked,2024-08-28,"$10,000",0.11,"$90,909",N,NONCONFORMING LANDLOCKED PAPER ST
Y,75,616.02,,20 FOURTH AVE,1,17,10,02,MNPK,MPR ,,Normal,building_lot,2025-04-22,"$180,000",0.23,"$782,609",N,SALE OF LAND BEFORE HOUSE BUILT
N,76,430.02,07,20 THIRD AVE,2,17,10,02,MNPK,MPR ,,Normal,pre-construction,2023-03-31,"$480,000",0.14,"$3,706,100",N,SALE OF NEW CONSTRUCTION
N,778,1.01,07,201 SOUTHERN BLVD,2,17,10,02,PNWD,R400  ,,Normal,pre-construction,2023-10-13,"$725,000",0.34,"$2,304,956",N,SALE OF NEW CONSTRUCTION
N,794,11.01,07,610 EVERNHAM AVE,2,17,10,02,PNWD,R150,,Normal,pre-construction,2022-09-19,"$549,000",0.2,"$3,281,820",N,SALE OF NEW CONSTRUCTION
Y,798,9,00,BERKELEY AVE,1,10,,,PNWD,R400  ,,Normal,landlocked,2024-12-27,"$70,000",0.46,"$152,174",N,CONFORMING LANDLOCKED PAPER ST
Y,805,13,00,PRESBREY AVE,1,10,,,PNWD,R400  ,,Normal,landlocked,2024-12-27,"$65,000",0.46,"$141,304",N,CONFORMING LANDLOCKED PAPER ST
N,825.02,8,,12 GLADNEY AVE,1,10,,,COMM,TC1,,Normal,commercial_land,2022-05-31,"$170,000",1.37,"$124,088",N,COMMERCIAL LOT
Y,830,4,00,23 GLADNEY AVE,1,10,,,BYVL,TC1,,Normal,building_lot,2023-09-22,"$111,280",0.01,"$11,117,791",N,STREET FRONTAGE RESIDENTIAL STREET
N,837.02,4,,276 ROUTE 9,1,10,,,COMM,TC1,,Normal,commercial_land,2023-06-20,"$475,000",2.29,"$207,424",N,COMM SALE
N,837.03,7.05,07,26 DAHLIA CT.,1,17,10,02,BYVL,R90,,Normal,pre-construction,2025-11-20,"$670,990",0.21,"$3,195,190",N,SALE OF NEW CONSTRUCTION 
N,837.03,7.06,07,24 DAHLIA CT.,1,17,10,02,BYVL,R90,,Normal,pre-construction,2025-11-19,"$665,000",0.21,"$3,166,667",N,SALE OF NEW CONSTRUCTION 
N,837.03,7.07,07,22 DAHLIA CT.,2,17,10,02,BYVL,R90,,Normal,pre-construction,2025-09-29,"$670,000",0.21,"$3,190,476",N,SALE OF NEW CONSTRUCTION 
N,837.03,7.08,07,20 DAHLIA CT.,1,17,10,02,BYVL,R90,,Normal,pre-construction,2025-10-06,"$685,000",0.22,"$3,113,636",N,SALE OF NEW CONSTRUCTION 
N,837.03,7.09,07,18 DAHLIA CT.,1,17,10,02,BYVL,R90,,Normal,pre-construction,2025-12-18,"$672,990",0.22,"$3,059,045",N,SALE OF NEW CONSTRUCTION 
N,837.03,7.10,07,16 DAHLIA CT.,1,17,10,02,BYVL,R90,,Normal,pre-construction,2026-01-09,"$669,690",0.22,"$3,044,045",N,SALE OF NEW CONSTRUCTION 
N,837.03,7.11,07,14 DAHLIA CT.,1,17,10,02,BYVL,R90,,Normal,pre-construction,2026-01-21,"$672,990",0.21,"$3,204,714",N,SALE OF NEW CONSTRUCTION 
N,837.03,7.12,07,12 DAHLIA CT.,1,17,10,02,BYVL,R90,,Normal,pre-construction,2026-01-27,"$689,690",0.21,"$3,284,238",N,SALE OF NEW CONSTRUCTION 
N,837.03,7.13,07,10 DAHLIA CT.,1,17,10,02,BYVL,R90,,Normal,pre-construction,2026-03-06,"$654,690",0.21,"$3,117,571",N,SALE OF NEW CONSTRUCTION 
N,837.03,7.14,07,8 DAHLIA CT.,1,17,10,02,BYVL,R90,,Normal,pre-construction,2026-03-31,"$652,640",0.21,"$3,107,810",N,SALE OF NEW CONSTRUCTION 
N,837.03,7.15,07,6 DAHLIA CT.,1,17,10,02,BYVL,R90,,Normal,pre-construction,2026-03-10,"$664,690",0.21,"$3,165,190",N,SALE OF NEW CONSTRUCTION 
N,837.03,7.16,07,4 DAHLIA CT.,1,17,10,02,BYVL,R90,,Normal,pre-construction,2026-06-30,"$707,690",0.45,"$1,572,644",N,SALE OF NEW CONSTRUCTION 
N,837.03,7.17,07,2 DAHLIA CT.,1,17,10,02,BYVL,R90,,Normal,pre-construction,2026-05-08,"$706,990",0.42,"$1,683,310",N,SALE OF NEW CONSTRUCTION 
N,837.03,7.21,07,7 DAHLIA CT.,1,17,10,02,BYVL,R90,,Normal,pre-construction,2026-05-27,"$677,000",0.21,"$3,223,810",N,SALE OF NEW CONSTRUCTION 
N,837.03,7.22,07,9 DAHLIA CT.,1,17,10,02,BYVL,R90,,Normal,pre-construction,2026-05-27,"$649,990",0.21,"$3,095,190",N,SALE OF NEW CONSTRUCTION 
N,837.03,7.23,07,11 DAHLIA CT.,1,17,10,02,BYVL,R90,,Normal,pre-construction,2026-05-07,"$677,690",0.21,"$3,227,095",N,SALE OF NEW CONSTRUCTION 
