Include,Block,Lot,Qual,Address,Class,Bldg,Type,Design,VCS,Zoning,Location,Special Region,Category,Sale Date,$ Sale Price,Acres,$/Acre,Package,Notes
N,603,20.01,,482 NOLAN AVE,2,17,10,02,PNWD,CR,,Normal,pre-construction,2021-01-26,"$99,000",0.34,"$439,197",N,
N,606,3.01,,443 WESTERN BLVD,1,17,10,02,PNWD,R150,WESTERN BLVD,Normal,building-lot,2025-02-04,$100,0.11,$909,N,
N,606,3.01,,443 WESTERN BLVD,1,17,10,02,PNWD,R150,WESTERN BLVD,Normal,building-lot,2024-05-28,$100,0.11,$964,N,
N,606,3.01,,443 WESTERN BLVD,1,17,10,02,PNWD,R150,WESTERN BLVD,Normal,building-lot,2021-02-02,$100,0.11,"$1,373",N,
N,67,251,,76 SECOND AVE,1,10,,,MNPK,MPR ,,Normal,building-lot,2025-05-19,"$13,125",0.09,"$145,833",N,
N,674,7,,VIRGINIA AVE,1,10,,,PNWD,R125,,Normal,building-lot,2022-05-27,"$55,000",0.34,"$204,303",N,
N,675,14.01,,331 ARLINGTON AVE,2,17,10,02,PNWD,R125,,Normal,pre-construction,2021-04-16,"$120,000",0.34,"$532,359",N,
N,675,22,,329 ARLINGTON AVE N,1,10,,,PNWD,R125,,Normal,building-lot,2022-03-16,"$88,000",0.34,"$326,885",N,
N,688,26.01,,293 TRENTON AVE NORTH,1,16,10,02,PNWD,R125,,Normal,building-lot,2024-11-04,$100,0.17,$624,N,
N,688,26.01,,293 TRENTON AVE NORTH,1,16,10,02,PNWD,R125,,Normal,building-lot,2024-05-11,"$35,000",0.17,"$218,129",N,
N,690,13,,330 ARLINGTON AVE,2,17,10,02,PNWD,R125,,Normal,pre-construction,2021-04-16,"$120,000",0.34,"$532,359",N,
N,690,21.01,,324 ARLINGTON AVE,1,10,10,02,PNWD,R125,,Normal,building-lot,2022-06-02,$100,0.34,$371,N,
N,70,606,,45 THIRD AVE,2,17,10,02,MNPK,MPR ,,Normal,pre-construction,2022-11-04,"$35,000",0.14,"$315,743",N,
N,70,646,,FOURTH AVE,1,10,,,MNPK,MPR ,,Normal,building-lot,2026-05-02,"$4,000",0.46,"$8,696",N,
N,70,646,,FOURTH AVE,1,10,,,MNPK,MPR ,,Normal,building-lot,2025-12-24,"$7,000",0.46,"$15,217",N,
N,70,646,,FOURTH AVE,1,10,,,MNPK,MPR ,,Normal,building-lot,2025-11-26,"$4,500",0.46,"$9,783",N,
N,70,646,,FOURTH AVE,1,10,,,MNPK,MPR ,,Normal,building-lot,2025-11-07,"$4,000",0.46,"$8,696",N,
N,700,1.01,,522 ARLINGTON AVE S,2,17,10,02,PNWD,R150,,Normal,pre-construction,2021-08-23,$100,0.34,$444,N,
N,703,29,,304 TRENTON AVE NORTH,2,17,10,02,PNWD,R125,,Normal,pre-construction,2021-03-26,"$520,000",0.34,"$2,306,885",N,
N,707,29,,370 TRENTON AVE N,2,17,10,02,PNWD,R125,,Normal,pre-construction,2022-03-17,"$145,000",0.34,"$538,618",N,
N,707,29,,370 TRENTON AVE N,2,17,10,02,PNWD,R125,,Normal,pre-construction,2022-02-16,"$6,490",0.34,"$24,109",N,
N,713,32,,495 CLIFTON AVE,2,17,10,02,PNWD,R150,,Normal,pre-construction,2022-06-09,"$160,000",0.34,"$594,338",N,
N,713,32,,495 CLIFTON AVE,2,17,10,02,PNWD,R150,,Normal,pre-construction,2021-05-07,"$115,000",0.34,"$510,176",N,
N,713,40.01,,491 CLIFTON AVE,2,17,10,02,PNWD,R150,,Normal,pre-construction,2022-06-09,"$165,000",0.34,"$612,912",N,
N,72,191,,35 FIRST AVE,2,17,10,02,MNPK,MPR ,,Normal,pre-construction,2021-12-09,"$78,500",0.23,"$514,804",N,
N,729,21,,259 NOLAN  AVE,2,17,10,08,PNWD,R150,,Normal,pre-construction,2021-06-08,"$192,500",0.28,"$1,036,989",N,
N,74,833.01,,17 FOURTH AVE,2,17,10,02,MNPK,MPR ,,Normal,pre-construction,2023-02-21,"$439,900",0.16,"$3,144,700",N,
N,749,15.01,,389 SOUTHERN BLVD,1,16,10,02,PNWD,R150,,Normal,building-lot,2024-09-17,"$600,000",0.36,"$1,765,794",N,
N,749,24,,COYNE AVE,1,10,,,PNWD,R150,,Normal,building-lot,2024-04-03,"$1,000",0.36,"$2,942",N,
N,749,25.01,,391 SOUTHERN BLVD,1,16,10,02,PNWD,R150,,Normal,building-lot,2024-09-17,"$600,000",0.36,"$1,765,794",N,
N,749,35.01,,393 SOUTHERN BLVD,1,10,10,02,PNWD,R150,,Normal,building-lot,2024-09-17,"$600,000",0.34,"$1,869,665",N,
N,759,31.01,,397 SOUTHERN BLVD,1,12,10,02,PNWD,R150,,Normal,building-lot,2024-09-17,"$600,000",0.36,"$1,765,794",N,
N,759,41.01,,395 SOUTHERN BLVD,1,16,10,02,PNWD,R150,,Normal,building-lot,2024-09-17,"$600,000",0.36,"$1,765,794",N,
N,76,430.01,,22 THIRD AVE,2,17,10,02,MNPK,MPR ,,Normal,pre-construction,2023-03-23,"$80,000",0.14,"$653,593",N,
N,791,18,,EGENOLF PL,1,10,,,PNWD,R150,,Normal,building-lot,2025-07-07,"$6,500",0.69,"$9,420",N,
N,791,18,,EGENOLF PL,1,10,,,PNWD,R150,,Normal,building-lot,2025-07-01,"$6,500",0.69,"$9,420",N,
N,791,18,,EGENOLF PL,1,10,,,PNWD,R150,,Normal,building-lot,2025-05-19,"$1,000",0.69,"$1,449",N,
N,791,18,,EGENOLF PL,1,10,,,PNWD,R150,,Normal,building-lot,2025-05-02,"$13,000",0.69,"$18,841",N,
N,791,18,,EGENOLF PL,1,10,,,PNWD,R150,,Normal,building-lot,2025-03-24,"$2,000",0.69,"$2,899",N,
N,791,33.01,,BERKELEY AVE,1,10,,,PNWD,R150,,Normal,building-lot,2025-03-25,"$24,800",0.34,"$72,941",N,
N,791,33.01,,BERKELEY AVE,1,10,,,PNWD,R150,,Normal,building-lot,2024-09-11,"$6,200",0.34,"$19,321",N,
N,791,4,,SOUTHERN BLVD,1,10,,,PNWD,R150,,Normal,building-lot,2025-07-07,"$6,500",0.4,"$16,250",N,
N,791,4,,SOUTHERN BLVD,1,10,,,PNWD,R150,,Normal,building-lot,2025-07-01,"$6,500",0.4,"$16,250",N,
N,791,4,,SOUTHERN BLVD,1,10,,,PNWD,R150,,Normal,building-lot,2025-05-19,"$1,000",0.4,"$2,500",N,
N,791,4,,SOUTHERN BLVD,1,10,,,PNWD,R150,,Normal,building-lot,2025-05-02,"$13,000",0.4,"$32,500",N,
N,791,4,,SOUTHERN BLVD,1,10,,,PNWD,R150,,Normal,building-lot,2025-03-24,"$2,000",0.4,"$5,000",N,
N,792,1.01,,234 GRANT CONCOURSE,2,17,10,02,PNWD,R150,,Normal,pre-construction,2024-10-31,"$235,850",0.34,"$734,935",N,
N,792,1.01,,234 GRANT CONCOURSE,2,17,10,02,PNWD,R150,,Normal,pre-construction,2022-01-05,"$150,000",0.34,"$557,191",N,
N,792,1.01,,234 GRANT CONCOURSE,2,17,10,02,PNWD,R150,,Normal,pre-construction,2021-12-14,$100,0.34,$444,N,
N,792,13,,562 EGENOLF PL,2,17,10,02,PNWD,R150,,Normal,pre-construction,2022-04-01,"$118,800",0.46,"$326,174",N,
N,793,1.07,,233 GRANT CONCOURSE,2,17,10,02,PNWD,R150,,Normal,pre-construction,2022-02-18,"$135,000",0.34,"$501,474",N,
N,794,11.01,,610 EVERNHAM AVE,2,17,10,02,PNWD,R150,,Normal,pre-construction,2022-01-11,$100,0.2,$630,N,
N,794,11.01,,610 EVERNHAM AVE,2,17,10,02,PNWD,R150,,Normal,pre-construction,2021-06-02,$100,0.2,$755,N,
N,796,27.01,,671 BERKELEY AVE,1,10,,,PNWD,CR,,Normal,building-lot,2024-08-07,$100,0.13,$815,N,
N,796,27.01,,671 BERKELEY AVE,1,10,,,PNWD,CR,,Normal,building-lot,2024-02-15,$400,0.13,"$3,262",N,
N,796,27.01,,671 BERKELEY AVE,1,10,,,PNWD,CR,,Normal,building-lot,2024-01-17,$800,0.13,"$6,523",N,
N,796,27.01,,671 BERKELEY AVE,1,10,,,PNWD,CR,,Normal,building-lot,2023-10-04,$800,0.13,"$7,038",N,
N,796,27.01,,671 BERKELEY AVE,1,10,,,PNWD,CR,,Normal,building-lot,2023-09-13,$800,0.13,"$7,038",N,
N,798,21,,FARRELLY AVE,1,10,,,PNWD,R400  ,,Normal,building-lot,2025-07-07,"$6,500",0.34,"$19,118",N,
N,798,21,,FARRELLY AVE,1,10,,,PNWD,R400  ,,Normal,building-lot,2025-07-01,"$6,500",0.34,"$19,118",N,
N,798,21,,FARRELLY AVE,1,10,,,PNWD,R400  ,,Normal,building-lot,2025-05-19,"$1,000",0.34,"$2,941",N,
N,798,21,,FARRELLY AVE,1,10,,,PNWD,R400  ,,Normal,building-lot,2025-05-02,"$13,000",0.34,"$38,235",N,
N,798,21,,FARRELLY AVE,1,10,,,PNWD,R400  ,,Normal,building-lot,2025-03-24,"$2,000",0.34,"$5,882",N,
N,798,33,,NOBLE AVE,1,10,,,PNWD,R400  ,,Normal,building-lot,2025-07-07,"$6,500",0.69,"$9,420",N,
N,798,33,,NOBLE AVE,1,10,,,PNWD,R400  ,,Normal,building-lot,2025-07-01,"$6,500",0.69,"$9,420",N,
N,798,33,,NOBLE AVE,1,10,,,PNWD,R400  ,,Normal,building-lot,2025-05-19,"$1,000",0.69,"$1,449",N,
N,798,33,,NOBLE AVE,1,10,,,PNWD,R400  ,,Normal,building-lot,2025-05-02,"$13,000",0.69,"$18,841",N,
N,798,33,,NOBLE AVE,1,10,,,PNWD,R400  ,,Normal,building-lot,2025-03-24,"$2,000",0.69,"$2,899",N,
N,799,34,,NOBLE AVE,1,10,,,PNWD,R400  ,,Normal,building-lot,2025-07-07,"$6,500",0.34,"$19,118",N,
N,799,34,,NOBLE AVE,1,10,,,PNWD,R400  ,,Normal,building-lot,2025-07-01,"$6,500",0.34,"$19,118",N,
N,799,34,,NOBLE AVE,1,10,,,PNWD,R400  ,,Normal,building-lot,2025-05-19,"$1,000",0.34,"$2,941",N,
N,799,34,,NOBLE AVE,1,10,,,PNWD,R400  ,,Normal,building-lot,2025-05-02,"$13,000",0.34,"$38,235",N,
N,799,34,,NOBLE AVE,1,10,,,PNWD,R400  ,,Normal,building-lot,2025-03-24,"$2,000",0.34,"$5,882",N,
N,805,25,,PRESBREY AVE,1,10,,,PNWD,R400  ,,Normal,building-lot,2025-07-07,"$6,500",0.69,"$9,420",N,
N,805,25,,PRESBREY AVE,1,10,,,PNWD,R400  ,,Normal,building-lot,2025-07-01,"$6,500",0.69,"$9,420",N,
N,805,25,,PRESBREY AVE,1,10,,,PNWD,R400  ,,Normal,building-lot,2025-05-19,"$1,000",0.69,"$1,449",N,
N,805,25,,PRESBREY AVE,1,10,,,PNWD,R400  ,,Normal,building-lot,2025-05-02,"$13,000",0.69,"$18,841",N,
N,805,25,,PRESBREY AVE,1,10,,,PNWD,R400  ,,Normal,building-lot,2025-03-24,"$2,000",0.69,"$2,899",N,
N,824,1.01,,10 ROUTE 9,1,00,,,COMM,TC1,,Normal,building-lot,2022-05-09,"$625,000",0.41,"$1,925,254",N,
N,825.02,8,,12 GLADNEY AVE,1,10,,,COMM,TC1,,Normal,building-lot,2021-09-09,"$140,000",1.37,"$154,138",N,
N,837.03,7.05,,26 DAHLIA CT.,1,17,10,02,BYVL,R90,,Normal,building-lot,2025-06-20,"$1,590,000",0.21,"$7,571,429",N,
N,837.03,7.06,,24 DAHLIA CT.,1,17,10,02,BYVL,R90,,Normal,building-lot,2025-03-31,"$1,590,000",0.21,"$7,571,429",N,
N,837.03,7.07,,22 DAHLIA CT.,2,17,10,02,BYVL,R90,,Normal,pre-construction,2025-03-31,"$1,590,000",0.21,"$7,571,429",N,
N,837.03,7.08,,20 DAHLIA CT.,1,17,10,02,BYVL,R90,,Normal,building-lot,2025-03-31,"$1,590,000",0.22,"$7,227,273",N,
N,837.03,7.09,,18 DAHLIA CT.,1,17,10,02,BYVL,R90,,Normal,building-lot,2025-06-20,"$1,590,000",0.22,"$7,227,273",N,
N,837.03,7.10,,16 DAHLIA CT.,1,17,10,02,BYVL,R90,,Normal,building-lot,2025-06-20,"$1,590,000",0.22,"$7,227,273",N,
N,837.03,7.11,,14 DAHLIA CT.,1,17,10,02,BYVL,R90,,Normal,building-lot,2025-06-20,"$1,590,000",0.21,"$7,571,429",N,
N,837.03,7.12,,12 DAHLIA CT.,1,17,10,02,BYVL,R90,,Normal,building-lot,2025-06-20,"$1,590,000",0.21,"$7,571,429",N,
N,837.03,7.13,,10 DAHLIA CT.,1,17,10,02,BYVL,R90,,Normal,building-lot,2025-07-08,"$3,180,000",0.21,"$15,142,857",N,
N,837.03,7.14,,8 DAHLIA CT.,1,17,10,02,BYVL,R90,,Normal,building-lot,2025-07-08,"$3,180,000",0.21,"$15,142,857",N,
N,837.03,7.15,,6 DAHLIA CT.,1,17,10,02,BYVL,R90,,Normal,building-lot,2025-07-08,"$3,180,000",0.21,"$15,142,857",N,
N,837.03,7.16,,4 DAHLIA CT.,1,17,10,02,BYVL,R90,,Normal,building-lot,2025-07-08,"$3,180,000",0.45,"$7,066,667",N,
N,837.03,7.17,,2 DAHLIA CT.,1,17,10,02,BYVL,R90,,Normal,building-lot,2025-07-08,"$3,180,000",0.42,"$7,571,429",N,
N,837.03,7.21,,7 DAHLIA CT.,1,17,10,02,BYVL,R90,,Normal,building-lot,2025-07-08,"$3,180,000",0.21,"$15,142,857",N,
N,837.03,7.22,,9 DAHLIA CT.,1,17,10,02,BYVL,R90,,Normal,building-lot,2025-07-08,"$3,180,000",0.21,"$15,142,857",N,
N,837.03,7.23,,11 DAHLIA CT.,1,17,10,02,BYVL,R90,,Normal,building-lot,2025-07-08,"$3,180,000",0.21,"$15,142,857",N,
N,837.03,7.25,,15 DAHLIA CT.,1,17,10,02,BYVL,R90,,Normal,building-lot,2025-06-20,"$1,590,000",0.21,"$7,571,429",N,
N,837.03,7.26,,17 DAHLIA CT.,2,17,10,02,BYVL,R90,,Normal,pre-construction,2025-03-31,"$1,590,000",0.21,"$7,571,429",N,
N,837.03,7.27,,19 DAHLIA CT.,1,17,10,02,BYVL,R90,,Normal,building-lot,2025-03-31,"$1,590,000",0.21,"$7,571,429",N,
N,837.03,7.28,,21 DAHLIA CT.,2,17,10,02,BYVL,R90,,Normal,pre-construction,2025-03-31,"$1,590,000",0.21,"$7,571,429",N,
N,840,24,,12 PINE TREE DR,2,17,10,02,BYVL,R90,COMM,Normal,pre-construction,2023-10-13,"$110,000",0.22,"$571,895",N,
N,858,27.04,,12 HICKORY LN,1,10,,,COMM,HB,,Normal,building-lot,2022-06-07,"$280,000",1.03,"$343,330",N,
N,858,27.04,,12 HICKORY LN,1,10,,,COMM,HB,,Normal,building-lot,2022-04-08,"$25,000",1.03,"$30,654",N,
N,858,27.04,,12 HICKORY LN,1,10,,,COMM,HB,,Normal,building-lot,2022-04-12,"$25,000",1.03,"$30,654",N,
N,858,27.21,,11 ALLARD RD,1,10,,80,COMM,HB,,Normal,building-lot,2022-04-12,"$25,000",1.71,"$18,464",N,
N,858,32.06,,7 KEVIN COURT,2,17,10,02,BYVL,R200,,Normal,pre-construction,2022-05-11,"$552,840",0.33,"$2,115,815",N,
N,880,6,,121 MERION AVE,2,18,10,02,RVBK,R200,,Normal,pre-construction,2021-12-22,"$200,000",0.94,"$320,926",N,
N,882,9.03,,J F K BLVD,1,10,,,RVBK,R200,,Normal,building-lot,2022-12-15,"$145,000",1.24,"$147,685",N,
N,915,29,,CUMBERLAND AVE,1,10,,,PNWD,R125,,Normal,building-lot,2023-12-07,"$25,000",0.23,"$124,326",N,
N,918,15.01,,168 STATION RD,2,17,10,02,PNWD,R125,STATION RD,Normal,pre-construction,2023-03-13,"$125,000",0.29,"$493,010",N,
N,939,19.17,,12 PRAIRIE LN,2,16,10,02,BYVL,R200,,Normal,pre-construction,2021-06-28,"$409,900",0.44,"$1,405,164",N,
N,956,24.01,,1 POTTERS CT,1,17,10,02,PNWD,R125,,Normal,building-lot,2025-03-27,"$858,000",0,,N,
N,956,24.07,,2 POTTERS CT,1,18,10,02,PNWD,R125,,Normal,building-lot,2025-03-27,"$858,000",0,,N,
N,975.02,1,,199 NOLAN AVE,1,10,00,00,PNWD,R150,,Normal,building-lot,2023-02-15,"$450,000",0,,N,
N,975.02,1,,199 NOLAN AVE,1,10,00,00,PNWD,R150,,Normal,building-lot,2022-10-24,"$350,000",0,,N,
N,975.03,1,,197 NOLAN AVE,1,10,00,00,PNWD,R150,,Normal,building-lot,2023-02-15,"$450,000",0,,N,
N,975.03,1,,197 NOLAN AVE,1,10,00,00,PNWD,R150,,Normal,building-lot,2022-10-24,"$350,000",0,,N,
N,975.03,2,,195 NOLAN AVE,1,10,00,00,PNWD,R150,,Normal,building-lot,2023-02-15,"$450,000",0,,N,
N,975.03,2,,195 NOLAN AVE,1,10,00,00,PNWD,R150,,Normal,building-lot,2022-10-24,"$350,000",0,,N,
N,975.03,3,,193 NOLAN AVE,1,10,00,00,PNWD,R150,,Normal,building-lot,2023-02-15,"$450,000",0,,N,
N,975.03,3,,193 NOLAN AVE,1,10,00,00,PNWD,R150,,Normal,building-lot,2022-10-24,"$350,000",0,,N,
N,975.03,4,,191 NOLAN AVE,1,10,00,00,PNWD,R150,,Normal,building-lot,2023-02-15,"$450,000",0,,N,
N,975.03,4,,191 NOLAN AVE,1,10,00,00,PNWD,R150,,Normal,building-lot,2022-10-24,"$350,000",0,,N,
N,975.03,5,,510 HALSEY AVE,1,10,00,00,PNWD,R150,,Normal,building-lot,2023-02-15,"$450,000",0,,N,
N,975.03,5,,510 HALSEY AVE,1,10,00,00,PNWD,R150,,Normal,building-lot,2022-10-24,"$350,000",0,,N,
N,975.04,1,,509 HALSEY AVE,1,10,00,00,PNWD,R150,,Normal,building-lot,2023-02-15,"$450,000",0,,N,
N,975.04,1,,509 HALSEY AVE,1,10,00,00,PNWD,R150,,Normal,building-lot,2022-10-24,"$350,000",0,,N,
N,975.04,2,,168 HALSEY AVE,1,10,00,00,PNWD,R150,,Normal,building-lot,2023-02-15,"$450,000",0,,N,
N,975.04,2,,168 HALSEY AVE,1,10,00,00,PNWD,R150,,Normal,building-lot,2022-10-24,"$350,000",0,,N,
N,975.04,3,,166 SOUTHERN BLVD,1,10,00,00,PNWD,R150,,Normal,building-lot,2023-02-15,"$450,000",0,,N,
N,975.04,3,,166 SOUTHERN BLVD,1,10,00,00,PNWD,R150,,Normal,building-lot,2022-10-24,"$350,000",0,,N,
N,975.04,4,,164 SOUTHERN BLVD,1,10,00,00,PNWD,R150,,Normal,building-lot,2023-02-15,"$450,000",0,,N,
N,975.04,4,,164 SOUTHERN BLVD,1,10,00,00,PNWD,R150,,Normal,building-lot,2022-10-24,"$350,000",0,,N,
N,975.04,5,,162 SOUTHERN BLVD,1,10,00,00,PNWD,R150,,Normal,building-lot,2023-02-15,"$450,000",0,,N,
N,975.04,5,,162 SOUTHERN BLVD,1,10,00,00,PNWD,R150,,Normal,building-lot,2022-10-24,"$350,000",0,,N,
N,975.04,6,,160 SOUTHERN BLVD,1,10,00,00,PNWD,R150,,Normal,building-lot,2023-02-15,"$450,000",0,,N,
N,975.04,6,,160 SOUTHERN BLVD,1,10,00,00,PNWD,R150,,Normal,building-lot,2022-10-24,"$350,000",0,,N,
N,975.04,7,,DETENTION BASIN,1,10,00,00,PNWD,R150,,Normal,building-lot,2023-02-15,"$450,000",0,,N,
N,975.04,7,,DETENTION BASIN,1,10,00,00,PNWD,R150,,Normal,building-lot,2022-10-24,"$350,000",0,,N,
N,975.05,2,,157 SOUTHERN BLVD,1,10,00,00,PNWD,R150,,Normal,building-lot,2023-02-15,"$450,000",0,,N,
N,975.05,2,,157 SOUTHERN BLVD,1,10,00,00,PNWD,R150,,Normal,building-lot,2022-10-24,"$350,000",0,,N,
N,975.05,3,,155 SOUTHERN BLVD,1,10,00,00,PNWD,R150,,Normal,building-lot,2023-02-15,"$450,000",0,,N,
N,975.05,3,,155 SOUTHERN BLVD,1,10,00,00,PNWD,R150,,Normal,building-lot,2022-10-24,"$350,000",0,,N,
N,975.05,4,,153 SOUTHERN BLVD,1,10,00,00,PNWD,R150,,Normal,building-lot,2023-02-15,"$450,000",0,,N,
N,975.05,4,,153 SOUTHERN BLVD,1,10,00,00,PNWD,R150,,Normal,building-lot,2022-10-24,"$350,000",0,,N,
N,976,8,,472 MULLER AVE,1,16,10,02,PNWD,R150,,Normal,building-lot,2025-02-12,"$227,000",0.52,"$436,538",N,
N,990,23.01,,191 SOUTHERN BLVD,1,10,10,02,PNWD,R400  ,,Normal,building-lot,2023-08-15,"$110,000",0.43,"$292,598",N,
